id,latitude,longitude,capacity
07810101,33.9474488,-84.5857544,400.0
06760111,32.5124252,-83.6122266,400.0
06542050,32.15377960000001,-81.9120726,200.0
06670189,33.9633632,-84.0047613,200.0
07060203,32.5717918,-84.9329741,200.0
